Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC,AIOE,major_minor
Tile Setter,Construction,Construction of buildings,Not Higher Education,No,No,7122.0,7122,47-2044,-0.6653393928598054,47
Tinsmith (Automotive Manufacturing),Manufacturing                                                ,Manufacture of motor vehicles,Not Higher Education,No,No,7213.0,7213,51-4192,-0.36341511678998084,51
Tinsmith (HVAC/R Worker),"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,7213.0,7213,51-4192,-0.36341511678998084,51
Tinsmiths,Construction,Building completion and finishing,Not Higher Education,No,No,7213.0,7213,51-4192,-0.36341511678998084,51
TLE (Agricultural Track) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2320.0,2320,25-2032,0.2247976814264631,25
TLE (Industrial Arts) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2355.0,2355,25-3099 ,0.44608723863055555,25
TLE (Industrial Technology) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2320.0,2320,25-2032,0.2247976814264631,25
Tool Maker,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,7222.0,7222,51-4192,-0.36341511678998084,51
Toolkeepers,Construction,Other specialized construction activities,Not Higher Education,No,No,4321.0,4321,43-5111,-0.08183143858929502,43
Tour Operations Staff,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,3339.0,3339,41-9099 ,0.2755337282728656,41
Tourism Information Clerk,Accommodation and Food Service Activities,"Travel agency, tour operator and other reservation service and related activities",Higher Education,No,Yes,4221.0,4221,43-4181,0.13530932503646195,43
Tourist Information Officer (LGU),Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Not Higher Education,No,No,4221.0,4221,43-4181,0.13530932503646195,43
Tower Crane Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8343.0,8343,53-7041,-0.4979923611642378,53
Tower Light Tenders,Construction,Other specialized construction activities,Higher Education,No,No,8212.0,8212,51-9194,-0.32002977529925086,51
Trade & Diplomatic Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,3324.0,3324,43-5011 ,0.5139897815055867,43
Traditional Animator,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2166.0,2166,27-1024,0.4103729297450568,27
Training Quality Specialist,Information and Communication,Other information service activities,Higher Education,No,No,2424.0,2424,13-1151 ,0.6551995607456189,13
Transit Mixer Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8332.0,8332,53-3032,-0.5579390362663773,53
Translation Associate,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,Yes,2643.0,2643,27-3091,0.5851533852122947,27
Translator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,2643.0,2643,27-3091,0.5851533852122947,27
Transmission Lineman,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,7413.0,7413,49-9051,-0.6323965554342225,49
Travel Agency Coordinator,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,3339.0,3339,41-9099 ,0.2755337282728656,41
Travel Content Creator,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,4221.0,4221,43-4181,0.13530932503646195,43
Travel Services Clerk,Accommodation and Food Service Activities,"Travel agency, tour operator and other reservation service and related activities",Not Higher Education,No,No,4221.0,4221,43-4181,0.13530932503646195,43
Treasury Staff (Construction),Construction,Construction of buildings,Higher Education,No,No,4311.0,4311,43-3031,0.5621778686978055,43
Truck Mounted Crane Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8343.0,8343,53-7041,-0.4979923611642378,53
TVET Instructor,Education,Other Education,Higher Education,Yes,No,3422.0,3422 p,25-1194,0.10110129236655133,25
U.S. Country Desk Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2631.0,2631,19-3011,0.748849773431966,19
UI/UX Designer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,3432.0,3432,27-1027,0.23720167416947777,27
UI/UX Game Artist,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,No,2166.0,2166,27-1024,0.4103729297450568,27
Underwater Diving Instructor,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3423.0,3423,39-9031,-1.0500350972750263,39
Urban Forestry Aide,"Agriculture, Forestry, and Fishing",Silviculture and other forestry activities,Higher Education,Yes,No,2132.0,2132,25-9021,0.44608723863055555,25
Urban Planning Assistant,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,Yes,2164.0,2164,19-3051,0.6675557842925036,19
Utility Personnel (Tourism),Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9629.0,9629,53-6021,-0.4229216161320948,53
Values Education Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,2341.0,2341,25-2022,0.6956076809717459,25
Vector Control Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3257.0,3257,53-6051,0.12629943407831398,53
Vehicle Mechanic,Manufacturing                                                ,Manufacture of motor vehicles,Higher Education,No,No,7231.0,7231,49-3093,-0.7987251450086114,49
Veterinary Lab Technician,"Agriculture, Forestry, and Fishing",Animal production,Higher Education,No,Yes,3240.0,3240,31-9096,-0.41321421261096075,31
Video Editing Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 ,0.4103729297450568,27
Video Post-Production Editor,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,2654.0,2654,27-4032 ,0.5056718455504119,27
Video Production Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 ,0.4103729297450568,27
Virtual Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Not Higher Education,No,No,3343.0,3343,43-6011,0.5830644232650525,43
Visual Designer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,3432.0,3432,27-1027,0.23720167416947777,27
Visual Effects Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2166.0,2166,27-1024,0.4103729297450568,27
Visual Graphic Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2651.0,2651,27-1013,-0.28303775508436013,27
Visual Storyteller,Information and Communication,Other information service activities,Higher Education,No,No,2655.0,2655,27-2011,0.09941769970514652,27
Vocal Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042,-0.0021254426761306063,27
Voice and Speech Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2266.0,2266,29-1181,0.3929976402052359,29
Voice Talent,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2354.0,2354,25-3021,0.2923864656840915,25
Voice-over Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042,-0.0021254426761306063,27
Wafer Fabrication Technician,Manufacturing                                                ,Manufacture of electronic components,Higher Education,No,Yes,7422.0,7422,49-9052,-0.5535030829550861,49
Ward Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092,0.09262763344801149,31
Ward Attendant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092,0.09262763344801149,31
Warehouse Aide (Healthcare),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,9333.0,9333,53-7121,-0.7131273855202219,53
Warehouse Forklift Operator,Transportation and Storage,Other land transport,Not Higher Education,No,No,8344.0,8344,53-7051 ,-0.6625910704662444,53
Warehouse Personnel,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,4321.0,4321,43-5111,-0.08183143858929502,43
Warehouseman (Healthcare),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,4321.0,4321,43-5111,-0.08183143858929502,43
Waste Handler (Manufacturing),Manufacturing                                                ,Manufacture of other food products,Not Higher Education,No,No,9611.0,9611,53-7081,-0.7443039335615961,53
Waste Management Officer (Manufacturing),Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,3257.0,3257,53-6051,0.12629943407831398,53
Waste Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3257.0,3257,53-6051,0.12629943407831398,53
Water Quality Analyst,"Water Supply; Sewerage, Waste Management and Remediation     ","Water collection, treatment and supply",Higher Education,No,No,2133.0,2133,19-2041 ,0.6154681307424523,19
Water Well Installer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,8113.0,8113,53-7073,-0.5573365112539059,53
Waterside Worker,Transportation and Storage,Sea and coastal water transport,Not Higher Education,No,No,9333.0,9333,53-7121,-0.7131273855202219,53
Web Application Developer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2513.0,2513,15-1134 ,0.6757636010995078,15
Web Designer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2166.0,2166,27-1024,0.4103729297450568,27
Web Developer (Python),Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2513.0,2513,15-1134 ,0.6757636010995078,15
Web Developer Intern,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2513.0,2513,15-1134 ,0.6757636010995078,15
